Name,Type,City,Address,Latitude,Longitude,Price(Rs.),Time
Gandhi Sangrahalaya,monument,Patna,Ashok Rajpath  Gandhi Maidan  Patna 800001  Bihār,25.616565,85.148628,60,5 hour 10 min
Gauria Math,temple,Patna,941735,25.597854,85.120265,50,2 hour 40 min
Hanuman Mandir,temple,Patna,patna station road  Patna 941735  Bihār,25.604002,85.137167,50,2 hour 20 min
Karpoori Thakur Museum,museum,Patna,Deshratna Marg  Patna 800001  Bihar,25.600811,85.106907,150,4 hour 20 min
Mahavir Mandir,temple,Patna,941735,25.606604,85.13696,50,2 hour 20 min
Mahavir Mandir,temple,Patna,Station Road  941735,25.604069,85.142025,50,2 hour 40 min
Martyr's Memorial,monument,Patna,Outside Secretariat Building  Patna 800015  Bihar,25.602829,85.137495,50,3 hour
Mythila,art gallery,Patna,Patna 800001  Bihar,25.623444,85.132414,180,2 hour 20 min
PandM Mall,mall,Patna,P.Andm Mall  Industrial Estate Campus  Patliputra Colony (Police Station- Fulwari)  Patna 800013  Bihār,25.634191,85.106332,0,2 hour 30 min
Patna Central,mall,Patna,941735  Bihār,25.611702,85.138621,0,2 hour 30 min
Patna Museum,museum,Patna,Bailey Road  Patna 800001  Bihār,25.612577,85.133438,180,3 hour 20 min
Patna Musuem,museum,Patna,605392,25.605485,85.112403,170,3 hour 10 min
Patna Planetarium,museum,Patna,Taramandal  Patna 800001  Bihār,25.610526,85.13207,140,4 hour
Patna Zoo,park,Patna,Bailey Road  Patna 800001  Bihār,25.600886,85.097313,50,2 hour
Sanjay Gandhi Biological Park,zoo,Patna,Bailey Road  Raj Bhavan  Rajbansi  Patna 800001  Bihār,25.59726,85.100179,100,3 hour 50 min
Shri PATNA KALIBARI,temple,Patna,Yarpur Road  Gardanibagh  Patna 941735  Bihār,25.597468,85.119399,50,2 hour 20 min
St Joseph Catholic Church,church,Patna,Ashok Raj Path  Patna 800004  Bihar,25.619642,85.154215,0,1 hour
St Marr Church,church,Patna,Patna 800001  Bihar,25.620013,85.12718,0,1 hour
Union Church,church,Patna,Patna 801105  Bihar,25.580374,85.047299,0,1 hour
Vishal Mega Mart,mall,Patna,Ground Floor And  Pandey Mall  Fraser Road  Old Jakkanpur (Indira Nagar)  Patna 941735  Bihār,25.612609,85.139664,0,2 hour 30 min
Water Fountain,monument,Patna,Fraser Road Area  Patna 800001  Bihar,25.604511,85.137683,80,2 hour 30 min
29028 Adventure World,zoo,Pune,D-10  Shivnagari  Behind Ekalavaya Polytech  Kothrud  Pune 411038  Mahārāshtra,18.516516,73.803682,200,4 hour 30 min
29028 Adventure World,zoo,Pune,D-10  Shivnagari  Behind Ekalavaya Polytech  Kothrud  Pune 411038  Mahārāshtra,18.516516,73.803682,250,3 hour 50 min
7 Wonders Park,park,Pune,N/A,18.492923,73.853731,100,2 hour
7 Wonders Park,park,Pune,N/A,18.492923,73.853731,50,2 hour
Amanora Town Centre In Gate,mall,Pune,Amanora Town Centre  Pune 411028  Mahārāshtra,18.518661,73.934997,0,2 hour 30 min
Amanora Town Centre In Gate,mall,Pune,Amanora Town Centre  Pune 411028  Mahārāshtra,18.518661,73.934997,0,2 hour 30 min
Balgandharva Kaladalan,art gallery,Pune,Balgandharva Rangamandir (JM Road)  Pune  Mahārāshtra,18.522275,73.848895,160,2 hour 50 min
Balgandharva Kaladalan,art gallery,Pune,Balgandharva Rangamandir (JM Road)  Pune  Mahārāshtra,18.522275,73.848895,130,2 hour 20 min
Chandni Chowk,monument,Pune,Pune 941735  Mahārāshtra,18.508099,73.78358,80,3 hour 30 min
Chandni Chowk,monument,Pune,Pune 941735  Mahārāshtra,18.508099,73.78358,100,4 hour 20 min
Chhatrapati Sambhaji Garden,amusement park,Pune,411004  Mahārāshtra,18.520435,73.847215,250,2 hour 25 min
Chhatrapati Sambhaji Garden,amusement park,Pune,411004  Mahārāshtra,18.520435,73.847215,300,3 hour 30 min
Chhatrapati Shivaji Maharaj Udyan,amusement park,Pune,Opposite To Sanas Sports Club (Sadashiv Peth)  Pune  Mahārāshtra,18.504444,73.853245,250,2 hour 25 min
Chhatrapati Shivaji Maharaj Udyan,amusement park,Pune,Opposite To Sanas Sports Club (Sadashiv Peth)  Pune  Mahārāshtra,18.504444,73.853245,350,3 hour 35 min
Chittaranjan Vatika,amusement park,Pune,Model Colony  Ashok Nagar  Model Colony  Pune 411005  Mahārāshtra,18.532174,73.837716,290,2 hour 29 min
Chittaranjan Vatika,amusement park,Pune,Model Colony  Ashok Nagar  Model Colony  Pune 411005  Mahārāshtra,18.532174,73.837716,280,2 hour 28 min
Christ Church,church,Pune,Quarter Gate  Pune 411002  Mahārāshtra,18.516545,73.871593,0,1 hour
Christ Church,church,Pune,Quarter Gate  Pune 411002  Mahārāshtra,18.516545,73.871593,0,1 hour
Dorabjee's Royal Heritage Mall,mall,Pune,941735,18.467228,73.906113,0,2 hour 30 min
Dorabjee's Royal Heritage Mall,mall,Pune,941735,18.467228,73.906113,0,2 hour 30 min
Electrical Inspector office,monument,Pune,Swargate  Pune 941735  Mahārāshtra,18.501177,73.867857,110,4 hour 20 min
Electrical Inspector office,monument,Pune,Swargate  Pune 941735  Mahārāshtra,18.501177,73.867857,50,5 hour 10 min
Joggers park,park,Pune,Lokmanya Nagar  Sadashiv Peth  Pune 839728  Mahārāshtra,18.504833,73.846418,125,2 hour
Joggers park,park,Pune,Lokmanya Nagar  Sadashiv Peth  Pune 839728  Mahārāshtra,18.504833,73.846418,130,2 hour
Karve Statue,monument,Pune,Karve Road  Pune 411038  Mahārāshtra,18.502228,73.815445,100,2 hour 30 min
Karve Statue,monument,Pune,Karve Road  Pune 411038  Mahārāshtra,18.502228,73.815445,120,3 hour
Latent Ani Ink Labs,art gallery,Pune,Uma Shankar Bldg  Supreme Color Lab (Narayan Peth)  Pune  Mahārāshtra,18.516258,73.851877,150,2 hour 50 min
Latent Ani Ink Labs,art gallery,Pune,Uma Shankar Bldg  Supreme Color Lab (Narayan Peth)  Pune  Mahārāshtra,18.516258,73.851877,200,2 hour 10 min
Lekha Farm Cultural Garden,amusement park,Pune,Sr No 10 And 4  Pune 412101  Mahārāshtra,18.520381,73.856647,300,3 hour 30 min
Lekha Farm Cultural Garden,amusement park,Pune,Sr No 10 And 4  Pune 412101  Mahārāshtra,18.520381,73.856647,290,2 hour 29 min
Lokmannya Tilak Museum,museum,Pune,Pune  Mahārāshtra,18.516075,73.848915,180,3 hour 20 min
Lokmannya Tilak Museum,museum,Pune,Pune  Mahārāshtra,18.516075,73.848915,170,3 hour 10 min
Maharashtra Sahakari Mudranalay(Printers),monument,Pune,Fc Road (Opp Wadeshwar Hotel)  Pune 411001  Mahārāshtra,18.518548,73.840999,100,3 hour 20 min
Maharashtra Sahakari Mudranalay(Printers),monument,Pune,Fc Road (Opp Wadeshwar Hotel)  Pune 411001  Mahārāshtra,18.518548,73.840999,120,2 hour 30 min
Manoranjan Nagri,amusement park,Pune,Circus/Amusement Park Ground (Below Z Bridge  Off Bhide Bridge)  Pune 411030  Mahārāshtra,18.515956,73.843757,280,2 hour 28 min
Manoranjan Nagri,amusement park,Pune,Circus/Amusement Park Ground (Below Z Bridge  Off Bhide Bridge)  Pune 411030  Mahārāshtra,18.515956,73.843757,320,3 hour 32 min
Museums,museum,Pune,Raja Kelkar Sangrahalay Road  Pune 411002  Mahārāshtra,18.51074,73.854347,180,3 hour 20 min
Museums,museum,Pune,Raja Kelkar Sangrahalay Road  Pune 411002  Mahārāshtra,18.51074,73.854347,170,3 hour 10 min
National Film Archive of India,art gallery,Pune,Law College Road (Opposite ILS Law College )  Pune 411004  Mahārāshtra,18.515905,73.829504,170,2 hour 10 min
National Film Archive of India,art gallery,Pune,Law College Road (Opposite ILS Law College )  Pune 411004  Mahārāshtra,18.515905,73.829504,190,3 hour 30 min
Osho Teerth Park,park,Pune,Pune 941735 ,18.536044,73.890876,125,2 hour
Osho Teerth Park,park,Pune,Pune 941735 ,18.536044,73.890876,130,2 hour
Pantaloons Phoenix Market City Mall,mall,Pune,Ground Floor  Phoenix Marketcity Pune  S No 207  Viman Nagar Road (Nagar Road)  Pune 411014  Mahārāshtra,18.561881,73.916974,0,2 hour 30 min
Pantaloons Phoenix Market City Mall,mall,Pune,Ground Floor  Phoenix Marketcity Pune  S No 207  Viman Nagar Road (Nagar Road)  Pune 411014  Mahārāshtra,18.561881,73.916974,0,2 hour 30 min
Paras Enterprise,museum,Pune,Plot No 22  Weikfield Industrial Park  Tal Shirur  Sr No 1251-1252  Sr No 1251-1252  Pune 412208  Mahārāshtra,18.526614,73.861714,220,4 hour 20 min
Paras Enterprise,museum,Pune,Plot No 22  Weikfield Industrial Park  Tal Shirur  Sr No 1251-1252  Sr No 1251-1252  Pune 412208  Mahārāshtra,18.526614,73.861714,210,5 hour 10 min
Park,park,Pune,,18.531442,73.829846,90,2 hour
Park,park,Pune,,18.531442,73.829846,100,2 hour
Paryavaran Mitra Park,park,Pune,380059  Gujarat,18.503588,73.87274,50,2 hour
Paryavaran Mitra Park,park,Pune,380059  Gujarat,18.503588,73.87274,100,2 hour
Pataleshwar Cave Temple,temple,Pune,Jungli Maharaj Road  Pune 411005  Mahārāshtra,18.526897,73.850061,50,2 hour 20 min
Pataleshwar Cave Temple,temple,Pune,Jungli Maharaj Road  Pune 411005  Mahārāshtra,18.526897,73.850061,50,2 hour 40 min
Peshwe Park,zoo,Pune,9 Sane Guruji Road  Municipal Colony  Pune 411009  Mahārāshtra,18.503073,73.851269,200,3 hour 20 min
Peshwe Park,zoo,Pune,9 Sane Guruji Road  Municipal Colony  Pune 411009  Mahārāshtra,18.503073,73.851269,150,4 hour 20 min
Raja Dinkar Kelkar Museum,museum,Pune,1377- 78  Shukrawar Peth (off Bajirao road)  Pune 411002  Mahārāshtra,18.510708,73.854562,200,4 hour 10 min
Raja Dinkar Kelkar Museum,museum,Pune,1377- 78  Shukrawar Peth (off Bajirao road)  Pune 411002  Mahārāshtra,18.510708,73.854562,100,3 hour 30 min
Rajiv Gandhi Zoological Park,zoo,Pune,Nh 4  Katraj (Satara Road)  Pune 411046  Mahārāshtra,18.452977,73.861109,270,5 hour 10 min
Rajiv Gandhi Zoological Park,zoo,Pune,Nh 4  Katraj (Satara Road)  Pune 411046  Mahārāshtra,18.452977,73.861109,90,4 hour 30 min
Shaniwar Wada,museum,Pune,Shivaji Road  411030  Mahārāshtra,18.518677,73.856042,180,3 hour 20 min
Shaniwar Wada,museum,Pune,Shivaji Road  411030  Mahārāshtra,18.518677,73.856042,200,4 hour 10 min
Shop Act Office,monument,Pune,Wakdewadi (Pune-Mumbai Highway)  Pune 941735  Mahārāshtra,18.534603,73.851325,50,5 hour 10 min
Shop Act Office,monument,Pune,Wakdewadi (Pune-Mumbai Highway)  Pune 941735  Mahārāshtra,18.534603,73.851325,60,3 hour 20 min
Shree Parmeshwar,art gallery,Pune,No 576  Ramanbag Chowk  Narayan Peth  Pune 411030  Mahārāshtra,18.516242,73.850217,200,2 hour 10 min
Shree Parmeshwar,art gallery,Pune,No 576  Ramanbag Chowk  Narayan Peth  Pune 411030  Mahārāshtra,18.516242,73.850217,230,3 hour 30 min
SnoopPad,zoo,Pune,Ganga Hamlet (Viman Nagar  Near Symbiosis and Cafe coffee day)  Pune 411014  Mahārāshtra,18.564276,73.911356,250,4 hour 10 min
SnoopPad,zoo,Pune,Ganga Hamlet (Viman Nagar  Near Symbiosis and Cafe coffee day)  Pune 411014  Mahārāshtra,18.564276,73.911356,400,3 hour 20 min
Speed Den,zoo,Pune,Kothrud,18.503156,73.819984,150,4 hour 30 min
Speed Den,zoo,Pune,Kothrud,18.503156,73.819984,200,3 hour 50 min
St Paul Church,church,Pune,Pune  Mh  Pune 411014  Mahārāshtra,18.52219,73.874891,0,1 hour
St Paul Church,church,Pune,Pune  Mh  Pune 411014  Mahārāshtra,18.52219,73.874891,0,1 hour
St. Anthony's Shrine,church,Pune,St. Vincent's Street  Pune 411001  Mahārāshtra,18.513714,73.874195,0,1 hour
St. Anthony's Shrine,church,Pune,St. Vincent's Street  Pune 411001  Mahārāshtra,18.513714,73.874195,0,1 hour
St. Teresa's Church,church,Pune,Swargate,18.503596,73.860978,0,1 hour
St. Teresa's Church,church,Pune,Swargate,18.503596,73.860978,0,1 hour
Sunny,church,Pune,,18.515434,73.85967,0,1 hour
Sunny,church,Pune,,18.515434,73.85967,0,1 hour
Temple,temple,Pune,Babu Rangari Marg  Pune 411002  Maharashtra,18.517297,73.856108,0,2 hour 20 min
Temple,temple,Pune,Ganesh Road  Pune 411011  Maharashtra,18.518915,73.858408,0,2 hour 40 min
Temple,temple,Pune,Rangoba Ladka Marg  Pune 411011  Maharashtra,18.521048,73.860089,0,3 hour 20 min
Temple,temple,Pune,Bhoot Kh Marg  Pune 411002  Maharashtra,18.514506,73.858221,0,2 hour 30 min
Temple,temple,Pune,Babu Rangari Marg  Pune 411002  Maharashtra,18.517297,73.856108,0,2 hour 30 min
Temple,temple,Pune,Ganesh Road  Pune 411011  Maharashtra,18.518915,73.858408,0,2 hour
Temple,temple,Pune,Rangoba Ladka Marg  Pune 411011  Maharashtra,18.521048,73.860089,0,3 hour
Temple,temple,Pune,Bhoot Kh Marg  Pune 411002  Maharashtra,18.514506,73.858221,0,2 hour 20 min
The Pavillion,mall,Pune,5 Next To Jw Marriott  Senapati Bapat Road  Shivaji Co Operative Housing Society  Bhageerath  Gokhalenagar  Pune 411016  Mahārāshtra,18.533725,73.829844,0,2 hour 30 min
The Pavillion,mall,Pune,5 Next To Jw Marriott  Senapati Bapat Road  Shivaji Co Operative Housing Society  Bhageerath  Gokhalenagar  Pune 411016  Mahārāshtra,18.533725,73.829844,0,2 hour 30 min
Westend mall,mall,Pune,Aundh  Pune 941735  Mahārāshtra,18.561785,73.807098,0,2 hour 30 min
Westend mall,mall,Pune,Aundh  Pune 941735  Mahārāshtra,18.561785,73.807098,0,2 hour 30 min
Adventura @ City Centre,amusement park,Raipur,,21.250356,81.656242,290,2 hour 29 min
Adventura @ City Centre,park,Raipur,N/A,21.250356,81.656242,75,2 hour
Allahabad Bank-Lakhe Nagar,monument,Raipur,Lakhe  Raipur 492013  Chhattīsgarh,21.236092,81.611744,40,4 hour 10 min
Angel Matthews,church,Raipur,,21.236047,81.606546,0,1 hour
Bastar Art,art gallery,Raipur,Shop No.7  A.T.Plaza  Shankar (Sector-1  Near : Emperiel Fruits)  Raipur 492007  Chhattīsgarh,21.251407,81.663878,200,3 hour 10 min
Church of God,church,Raipur,Raja Talab  Raipur 492001  Chhattīsgarh,21.24591,81.647381,0,1 hour
City Center Mall,mall,Raipur,Pandri  Raipur 492001  Chhattīsgarh,21.254902,81.646502,0,2 hour 30 min
Colors Mall,mall,Raipur,Raipur Dhamtari Road  Raipur 941735  Chhattīsgarh,21.216756,81.656405,0,2 hour 30 min
Gandhi park,park,Raipur,,21.250207,81.656329,150,2 hour
Gayatri Mandir,temple,Raipur,,21.247368,81.620191,50,3 hour 20 min
Grace Church C.N.I,church,Raipur,St. Paul's School Campus (Bayron Bazaar)  Raipur 492001  Chhattīsgarh,21.231458,81.641848,0,1 hour
Guru Ghasidas Plaza,mall,Raipur,G.E (Road)  Raipur 492009  Chhattīsgarh,21.239614,81.624351,0,2 hour 30 min
Gurudwara Baba Budda Saheb Ji,temple,Raipur,240814,21.240786,81.661198,50,2 hour 40 min
Jain dadawadi,temple,Raipur,941735,21.245368,81.63425,50,2 hour 30 min
Jaistambh chowk Raipur,monument,Raipur,,21.243828,81.637245,100,3 hour
Lal Ganga Shopping Mall,mall,Raipur,941735,21.243849,81.638532,0,2 hour 30 min
M.M Funcity,park,Raipur,492001,21.261054,81.662298,75,2 hour
Ma Mahakali Mandir,monument,Raipur,Gass Memorial Ground (Near Akashwani)  Raipur  Chhattīsgarh,21.238205,81.645571,60,3 hour 30 min
Magneto Mall,mall,Raipur,Nh - 6  Raipur 492001  Chhattīsgarh,21.240517,81.684036,0,2 hour 30 min
Mahant Ghasi Das Memorial Museum,museum,Raipur,Raipur 492001  Chhattisgarh,21.243739,81.644856,100,3 hour 30 min
Raipur Christian Church,church,Raipur,Mahaveer Nagar  New Purena  Canal Linking  Raipur 492001  Chhattīsgarh,21.226849,81.663479,0,1 hour
Shahid Smarak,monument,Raipur,Janoothar  321206  Rajasthan,21.245129,81.637917,80,4 hour 10 min
Shani Temple,temple,Raipur,941735,21.244896,81.613811,50,2 hour 20 min
Shyam Mandir,temple,Raipur,941735,21.246079,81.6241,50,3 hour 20 min
St. Paul's Cathedral,church,Raipur,Near Moti Bagh  Raipur 492001  Chhattīsgarh,21.232918,81.654708,0,1 hour
Talwarkars GYM,monument,Raipur,,21.224028,81.657992,70,2 hour 30 min
Wonderland Theme Park,amusement park,Raipur,Near Shubh Honda (Ring Road)  Raipur  Chhattīsgarh,21.258194,81.614737,360,3 hour 36 min
Wonderland Theme Park,amusement park,Raipur,Near Shubh Honda (Ring Road)  Raipur  Chhattīsgarh,21.260673,81.674301,280,2 hour 28 min
Wonderland Theme Park,park,Raipur,Near Shubh Honda (Ring Road)  Raipur  Chhattīsgarh,21.258194,81.614737,50,2 hour
Wonderland Theme Park,park,Raipur,Near Shubh Honda (Ring Road)  Raipur  Chhattīsgarh,21.260673,81.674301,100,2 hour
Bhavna Industries,amusement park,Rajkot,Opposite S.T. Workshop  Gondal Road  Rājkot 360004  Gujarāt,22.305506,70.79258,400,4 hour
Bhavna Industries,park,Rajkot,Opposite S.T. Workshop  Gondal Road  Rājkot 360004  Gujarāt,22.305506,70.79258,150,2 hour
Catholic Church,church,Rajkot,Mochi Bazar  Rajkot 360001  Gujarat,22.302897,70.80602,0,1 hour
Christ Church,church,Rajkot,Shroff Road  Rajkot 360001  Gujarat,22.305291,70.795102,0,1 hour
Church Of North India,church,Rajkot,Near I P Mission Girls School  Mochibazar  Mochi Bazar Main Road  Rājkot 360001  Gujarāt,22.302983,70.806085,0,1 hour
Crystal Mall,mall,Rajkot,Kalawad Road  Rājkot 360005  Gujarāt,22.279808,70.763117,0,2 hour 30 min
DeoDap,mall,Rajkot,Patanjali Saurastra Depot  Ruda Transport Nagar  Anandpar  Rājkot 360003  Gujarāt,22.303927,70.802995,0,2 hour 30 min
Disneyland Rajkot,amusement park,Rajkot,Rajkot,22.270407,70.748439,280,2 hour 28 min
Doll Museum,museum,Rajkot,941735,22.293583,70.791396,150,4 hour 20 min
Forum Fiza Mall Mangalore,mall,Rajkot,941735,22.279822,70.800551,0,2 hour 30 min
Greenland Chowk,monument,Rajkot,Rājkot 941735  Gujarāt,22.311426,70.829596,110,3 hour 30 min
Iscon Mall,mall,Rajkot,Rājkot 941735  Gujarāt,22.279942,70.775842,0,2 hour 30 min
Jalaram Mandir,temple,Rajkot,941735,22.29636,70.794304,50,2 hour 40 min
Jiya Creation,art gallery,Rajkot,25 Golden Plaza Tagore Road  Rajkot 360002  Gujarat,22.287237,70.791629,170,3 hour 30 min
Jyubeli chowk,park,Rajkot,Mahatma Gandhi (Civil Chowk Main Road)  Rājkot  Gujarāt,22.299306,70.801262,100,2 hour
K.K.V. Hall Circle,monument,Rajkot,Kalawad Road (Near150 Feet Ring Road)  Rājkot 360001  Gujarāt,22.284252,70.772555,110,4 hour 10 min
Karanpara Chowk,monument,Rajkot,Prahlad Plot  Rajkot 360001  Gujarat,22.290667,70.80518,90,3 hour 20 min
Mahatma Gandhi High School,monument,Rajkot,Jubilee  Rajkot 360001  Gujarat,22.298818,70.800153,70,3 hour
Metro Footwear,mall,Rajkot,Rājkot 941735  Gujarāt,22.292685,70.799431,0,2 hour 30 min
Out Of The Box Amazement Park,amusement park,Rajkot,Nyari Dam 1 Road (Kalavad Road )  Rājkot 360005  Gujarāt,22.254975,70.720342,360,3 hour 36 min
Panchnath Mahadev Mandir,temple,Rajkot,941735,22.298823,70.799248,50,2 hour
Prem Mandir / Bishops House,church,Rajkot,,22.275815,70.758102,0,1 hour
Race Course,park,Rajkot,Race Course  Rājkot  Gujarāt,22.30673,70.789082,125,2 hour
Ramkrishna Ashram,temple,Rajkot,Ramkrishna Complex (Dr. Yagnik Road)  Rājkot 360007  Gujarāt,22.290212,70.802445,50,3 hour 20 min
Ravi Ratna Park,park,Rajkot,University Road (Near Indira Circle)  Rājkot 360001  Gujarāt,22.290414,70.768633,100,2 hour
RDS Tattoo Studio,art gallery,Rajkot,Shop No. 5  Trisha Commercial Complex  Amin Marg  Rajkot 360001  Gujarat,22.285457,70.778039,160,2 hour 20 min
Rotary Dolls Museum,museum,Rajkot,Rajkot Nagrik Sahakari Bank Building  Rājkot 360001  Gujarāt,22.293737,70.791222,180,3 hour 20 min
Shree Sankalp Siddh Hanumanji,temple,Rajkot,Near Under Bridge (Kalawad Road  Rajkot)  Rājkot 941735  Gujarāt,22.294285,70.783049,50,2 hour 30 min
Shri OV Sheth Regional Community Science Centre,museum,Rajkot,Nehru Udhyan  Race Course Ring Road  Rajkot 360001  Gujarat,22.299527,70.790118,250,3 hour 30 min
SK Chowk,monument,Rajkot,Gandhigram  Rajkot 360007  Gujarat,22.306972,70.7704,90,3 hour
St Peters JSO church,church,Rajkot,Ashapura Arcade (P&T Colony),22.293342,70.805371,0,1 hour
Top Art Gallery,art gallery,Rajkot,360005  Gujarat,22.285322,70.777731,180,3 hour 30 min
Trikumbrai Haveli,temple,Rajkot,941735,22.294633,70.790904,50,3 hour 20 min
Watson Museum,museum,Rajkot,Jawahar Road  Ahmedabad 300732  Gujarāt,22.300673,70.801751,140,4 hour
Watson Museum,museum,Rajkot,Dhebar Road  Lohana  Rajkot 300517  Gujarat,22.300523,70.801761,270,3 hour 50 min
Wild destinations,zoo,Rajkot,Ashish Commerical Complex  Sardar Nagar Main Road  Rajkot 360001  Gujarat,22.291638,70.788286,250,4 hour 30 min
Wild Flower Park,amusement park,Rajkot,Ishwariya (Jamnagar rajkot highway)  Rājkot  Gujarāt,22.354406,70.767025,280,2 hour 28 min
Yogidarshan Society,park,Rajkot,B/H Swaminarayan Temple (Kalavad Road)  Rājkot 293774  Gujarāt,22.293698,70.780669,50,2 hour
Ashok Nagar Park,park,Ranchi,Ashok Nagar Gate No.2  Ranchi 834002  Jharkhand,23.348799,85.305317,150,2 hour
Assembly Church of God,church,Ranchi,Purulia Road  Ranchi 834001  Jharkhand,23.364916,85.34402,0,1 hour
Audrey House,museum,Ranchi,Kanke Rd  Ranchi 834001  Jharkhand,23.383013,85.317482,250,3 hour 30 min
Devi Mandir Hinoo,temple,Ranchi,Ranchi 941735  Jharkhand,23.325932,85.314713,50,2 hour 40 min
Dewri Mandir Ranchi,monument,Ranchi,Tata-Ranchi Highway  Jharkhand,23.350047,85.370886,80,4 hour 10 min
Durga Bari,temple,Ranchi,Albert Ekka Chouk  Ranchi 834001  Jharkhand,23.37045547,85.32466292,50,3 hour 20 min
Durga Mandir,temple,Ranchi,Near Air (Ratu Road)  Ranchi 941735  Jharkhand,23.379704,85.312382,50,2 hour 30 min
GEL Church,church,Ranchi,Gel Church Complex  Main Road Dist  Ranchi 834001  Jharkhand,23.35606,85.328361,0,1 hour
GEL Church Complex,mall,Ranchi,Gel Church Complex (Main Road)  Ranchi 834001  Jharkhand,23.35793727,85.32542467,0,2 hour 30 min
Hotel Krishna Inn,park,Ranchi,Katchury Road  Ranchi 834001  Jharkhand,23.36191,85.326062,100,2 hour
Jagannath Temple,temple,Ranchi,Ranchi  Jharkhand,23.340476,85.303493,50,2 hour 40 min
Jain Mandir,temple,Ranchi,941735,23.370414,85.321467,50,2 hour
JAIN Mehndi Center,art gallery,Ranchi,Durga Mandir  Ratu Road  Ranchi 834001  Jharkhand,23.349994,85.32997,200,2 hour 20 min
JD Hi Street,mall,Ranchi,Mahatma Gandhi Rd  Ranchi 834001  Jharkhand,23.35799144,85.32469511,0,2 hour 30 min
Kanke Dam Park,park,Ranchi,Ranchi 834008  Jharkhand,23.401868,85.313079,90,2 hour
Mani Girls Hostel,monument,Ranchi,Ranchi 834001  Jharkhand,23.370352,85.337366,110,2 hour 30 min
Patel Bhawan,monument,Ranchi,Patel Park (Harmu Housing Colony)  Ranchi 357772  Jharkhand,23.357787,85.307947,100,4 hour 20 min
Ranchi,church,Ranchi,Indian Spun Pipe Compound  Ranchi 834001  Jharkhand,23.352753,85.324974,0,1 hour
Ranchi Cathedral,church,Ranchi,,23.362788,85.340619,0,1 hour
Ranchi City Centre,mall,Ranchi,941735,23.353979,85.327762,0,2 hour 30 min
Sakshi Upvan,park,Ranchi,Ranchi 834001  Jharkhand,23.379923,85.302104,150,2 hour
Sangam Garden,park,Ranchi,Ranchi 834008  Jharkhand,23.394048,85.327805,50,2 hour
Shaheed Albert Ekka Chowk,monument,Ranchi,Mahatma Gandhi Rd  Ranchi 834001  Jharkhand,23.37000736,85.32505989,50,2 hour 30 min
Shahid Sthal Saha Smarak,monument,Ranchi,Near Shahid Chowk  Jj Road  Ranchi 834001  Jharkhand,23.370503,85.323075,100,3 hour 30 min
Spring City Mall,mall,Ranchi,103 & 104  Airport Rd  Ranchi 834002  Jharkhand,23.33313375,85.31708837,0,2 hour 30 min
St Pauls Cathedral,church,Ranchi,Bahubazar  Ranchi 834001  Jharkhand,23.358322,85.335791,0,1 hour
State Museum,museum,Ranchi,Hotwar  Ranchi 834009  Jharkhand,23.38343,85.385894,150,4 hour 20 min
V Mart,mall,Ranchi,Siram Village  Indira Chowk  Station Road (Kathartoli)  Ranchi 834001  Jharkhand,23.354817,85.338477,0,2 hour 30 min
Art Of Bengal,art gallery,Siliguri,712467,26.712467,88.424089,230,3 hour 30 min
Ava Art Gallery,art gallery,Siliguri,,26.712995,88.423715,170,3 hour 10 min
Baghajatin Park,monument,Siliguri,Netaji Pally Road  Siliguri 734001  West Bengal,26.708407,88.431902,120,5 hour 10 min
Baghajatin Park,park,Siliguri,Netaji Pally Road  Siliguri 734001  West Bengal,26.708407,88.431902,100,2 hour
Bengal Handloom Fair,park,Siliguri,,26.713312,88.423412,100,2 hour
Children's Park,park,Siliguri,,26.710334,88.423682,130,2 hour
Church of God Ministries,church,Siliguri,9 Agrasen Road  Khalpara  Siliguri 734001  West Bengal,26.705668,88.416999,0,1 hour
City Center,mall,Siliguri,Siliguri 941735  West Bengal,26.724511,88.395118,0,2 hour 30 min
Cosmos Mall,mall,Siliguri,Opposite Power House  Ward 43  2nd Mile  Sevoke Road  Dasrath Pally  Bhanu (Sevoke Road)  Siliguri 734001  West Bengal,26.738696,88.434061,0,2 hour 30 min
Cosmos Mall,mall,Siliguri,941735,26.717086,88.425134,0,2 hour 30 min
Doors India,art gallery,Siliguri,2nd Mile  Iti Road  Siliguri 734001  West Bengal,26.73642,88.43538,150,2 hour 50 min
Himalaya,zoo,Siliguri,941735,26.713312,88.423412,250,4 hour 10 min
Holy Christ Church,church,Siliguri,Shakti Gargh Road  Siliguri 734004  West Bengal,26.698108,88.412506,0,1 hour
ISKCON Temple,temple,Siliguri,941735,26.71329,88.423537,50,2 hour 20 min
Kali Mandir,temple,Siliguri,Burdwan Road  Siliguri 734001  West Bengal,26.710811,88.418061,50,3 hour 20 min
Kali Mata Temple,temple,Siliguri,Hospital Road  Siliguri 734001  West Bengal,26.710248,88.428041,50,2 hour 30 min
Khudiram Pally Market,park,Siliguri,,26.711582,88.424624,125,2 hour
Netaji Statue,monument,Siliguri,941735,26.711412,88.42281,50,2 hour 30 min
Orbit Mall,mall,Siliguri,941735,26.712146,88.424783,0,2 hour 30 min
Savin Kingdom,park,Siliguri,,26.707276,88.425695,50,2 hour
Savin Kingdom Amusement Park,amusement park,Siliguri,Tenzing Norgay Road  Dagapur  Siliguri 734010  West Bengal,26.739554,88.403035,280,2 hour 28 min
