Name,Type,City,Address,Latitude,Longitude,Price(Rs.),Time
DLF Emporio,mall,Delhi,4 Near Vikrant Hotel  Nelson Mandela Marg  Vasant Kunj  New Delhi 110070  Delhi,28.543489,77.156908,0,2 hour 30 min
DLF Place Saket,mall,Delhi,Saket (NA)  New Delhi 110017  Delhi,28.528261,77.21685,0,2 hour 30 min
Humayun’s Tomb,monument,Delhi,Bharat Scouts And Guides Marg  New Delhi 110013  Delhi,28.593116,77.246144,50,5 hour 10 min
India Gate,monument,Delhi,Gate C-Hexagon (Rajpath)  New Delhi 110001  Delhi,28.612897,77.229465,70,3 hour 20 min
India Safaris,zoo,Delhi,42 Community Center  Kailash Colony Extension  Zamrudpur  New Delhi 110048  Delhi,28.533019,77.293098,400,3 hour 20 min
Indira Gandhi Memorial Museum,museum,Delhi,1 Safdarjung Road  Akbar Road  New Delhi 110011  Delhi,28.599844,77.206138,180,3 hour 20 min
Jai Prakash Narain Memorial Park,park,Delhi,New Delhi 641184  Delhi,28.641117,77.240601,90,2 hour
Kunzum Travel Cafe,art gallery,Delhi,T-49  Ground Floor  Hauz Khas Village  New Delhi 110016  Delhi,28.553573,77.19451,170,2 hour 10 min
Kuzart Lane,art gallery,Delhi,Building Number 2  Hauz Khas Village  New Delhi 110016  Delhi,28.554946,77.194974,160,3 hour 30 min
Lal Bangla Monument,monument,Delhi,New Delhi 110003  Delhi,28.600386,77.23827,80,3 hour 20 min
Lalit Kala Academy,art gallery,Delhi,Copernicus Marg  New Delhi 110065  Delhi,28.624598,77.231241,130,3 hour 10 min
Lodhi Gardens,park,Delhi,Lodhi Road  New Delhi 110004  Delhi,28.591492,77.220985,50,2 hour
MBCC,zoo,Delhi,,28.571156,77.264674,400,5 hour 10 min
Moments Mall,mall,Delhi,Moti (at Patel Rd)  New Delhi 941735  Delhi,28.656944,77.146831,0,2 hour 30 min
Monument,monument,Delhi,,28.631873,77.149287,120,3 hour 20 min
National Crafts Museum | राष्ट्रीय शिल्प संग्रहालय,museum,Delhi,Pragati Maidan (Bhairon Marg)  New Delhi 110001  Delhi,28.613494,77.242117,150,4 hour 20 min
National Gallery of Modern Art,art gallery,Delhi,Shershah Road (India Gate C-Hexagon)  New Delhi 110003  Delhi,28.609286,77.234558,200,3 hour 10 min
National Gandhi Museum,museum,Delhi,Raj Ghat (Mahatma Gandhi Marg)  New Delhi 110002  Delhi,28.6388,77.245951,180,3 hour 20 min
National Museum,museum,Delhi,Janpath  New Delhi 110001  Delhi,28.611752,77.218718,200,4 hour 10 min
National Zoological Park,zoo,Delhi,Off Sunder (Mathura Rd)  New Delhi 110003  Delhi,28.607572,77.241515,150,4 hour 10 min
Nehru Park,park,Delhi,Chanakyapuri  New Delhi  Delhi,28.591724,77.192791,50,2 hour
Pandara Park,park,Delhi,Pandara Road  New Delhi 110003  Delhi,28.607797,77.229778,50,2 hour
Park Plaza Delhi CBD Shahdara,park,Delhi,Plot No 32  Central Business  District  Delhi 110032  Delhi,28.659032,77.298142,150,2 hour
Ramlila Maidan,amusement park,Delhi,Near New Delhi Metro Station  New Delhi 230698  Delhi,28.641917,77.229273,280,2 hour 28 min
Rashtrapati Bhavan,monument,Delhi,Raisina Hills  New Delhi 110004  Delhi,28.614205,77.20909,110,5 hour 10 min
Red Fort Archaeological Museum,museum,Delhi,Netaji Subhash Road (Delhi 110006)  New Delhi 110006  Delhi,28.654558,77.243493,250,3 hour 30 min
Samachar Market,mall,Delhi,Near Samchar Apartments (Mayur Vihar 1 Ext.)  New Delhi 110091  Delhi,28.597871,77.295562,0,2 hour 30 min
Santushti Shopping Centre,mall,Delhi,New Delhi 941735  Delhi,28.59516,77.198117,0,2 hour 30 min
Sriram Centre For Art And Culture,art gallery,Delhi,New Delhi  Delhi,28.626988,77.232979,150,2 hour 10 min
St Martin Church,church,Delhi,Birjlal Dua Marg (Birjlal Dua Marg)  New Delhi 110010  Delhi,28.595591,77.146149,0,1 hour
St Mary's Church,church,Delhi,S P Mukherji Marg  110006  Delhi,28.659773,77.234661,0,1 hour
St Paul's Church,church,Delhi,Parade Road (Parade Rd)  New Delhi 110010  Delhi,28.714506,77.213458,0,1 hour
Temple,temple,Delhi,Netaji Subhash Marg  New Delhi 110006  Delhi,28.658871,77.23658,0,3 hour 20 min
Temple,temple,Delhi,Hamilton Road  New Delhi 110002  Delhi,28.662882,77.242328,0,2 hour 30 min
Temple,temple,Delhi,Gokhale Marg  New Delhi 110006  Delhi,28.666287,77.225289,0,2 hour
Temple,temple,Delhi,Idgah Road  New Delhi 110055  Delhi,28.653742,77.212936,0,3 hour
Temple,temple,Delhi,Mahashaya Srikrishna Marg  New Delhi 110002  Delhi,28.629661,77.242365,0,2 hour 20 min
The Zoo,zoo,Delhi,Said Ul Ajaib (Garden of 5 senses)  Delhi 941735  Delhi,28.513554,77.200311,200,3 hour 30 min
Tuk-tuk. Road Tothe Hell),amusement park,Delhi,633655,28.633789,77.218295,250,2 hour 25 min
Zoo,zoo,Delhi,,28.631873,77.149287,200,3 hour 20 min
Accoland Amusement Park,amusement park,Guwahati,Rani  Guwahati  Assam,26.080409,91.611674,300,3 hour 30 min
Assam State Museum,museum,Guwahati,Gnb Road  Guwahati 781001  Assam,26.185153,91.752302,200,4 hour 10 min
Assam State Zoo,zoo,Guwahati,R G Baruah Road  Guwahati 941735  Assam,26.163593,91.782694,400,5 hour 10 min
Assam State Zoo Cum Botanical Garden,zoo,Guwahati,R G Baruah Road  Guwahati 781005  Assam,26.16328,91.781936,150,4 hour 10 min
Bramhaputra River Heritage Centre,museum,Guwahati,Guwahati 781030  Assam,26.18843,91.74328,200,4 hour 10 min
Central Telegraph Office,monument,Guwahati,Panbazar (Hem Baruah Road)  Guwahati 781001  Assam,26.187234,91.746003,70,4 hour 10 min
Christ Church CNI,church,Guwahati,Pan Bazaar (Opp Cotton Collage)  Guwahati 026502  Assam,26.18851,91.752033,0,1 hour
Christ The Bearer Of The Good News Cathedral,church,Guwahati,781022  Assam,26.134492,91.803338,0,1 hour
Decor India,amusement park,Guwahati,Anndi Complex Main Road  Guwahati 781007  Assam,26.170271,91.762327,360,3 hour 36 min
Dhiran Market,mall,Guwahati,941735,26.183471,91.742029,0,2 hour 30 min
Dispur Baptist Church,church,Guwahati,Guwahati 781005  Assam,26.155835,91.779,0,1 hour
Dona Planet,mall,Guwahati,Bhangagarh (G S Road)  781005  Assam,26.161302,91.772306,0,2 hour 30 min
Gandhi Mandap,monument,Guwahati,Guwahati  Assam,26.175114,91.76263,120,3 hour 30 min
Gandhi Mandap,monument,Guwahati,941735,26.150589,91.806243,70,4 hour 20 min
Gandhi Mandap,museum,Guwahati,Guwahati  Assam,26.175114,91.76263,250,3 hour 30 min
Gurudwara,temple,Guwahati,,26.181578,91.741003,50,3 hour
Guwahati Planetarium,museum,Guwahati,Mg Road (M G Road)  Guwahati 781001  Assam,26.19135,91.752009,200,4 hour 10 min
Hotel Empire Market,mall,Guwahati,941735,26.183598,91.741402,0,2 hour 30 min
Hub,mall,Guwahati,Bhangagarh (G S Road)  Guwahati 781005  Assam,26.16672,91.766994,0,2 hour 30 min
Joie de Vivre Art Studio,art gallery,Guwahati,Gulmohar Apartments  Mahatma Gandhi Path  Gs Road  Guwahati 781005  Assam,26.156958,91.780862,130,2 hour 50 min
KUKI WORSHIP SERVICE  Shine For Christ,church,Guwahati,781022  Assam,26.143751,91.813263,0,1 hour
Mybusinessman,art gallery,Guwahati,Borah Market Complex (Zoo Road)  Guwahati 781024  Assam,26.163241,91.779996,150,2 hour 50 min
Nehru Park,park,Guwahati,Cotton College Road  Pan Bazaar (Hem Barua Road)  Guwahati 781001  Assam,26.188528,91.747184,90,2 hour
Prashaanti Sukreswar Ghat Park,park,Guwahati,,26.187456,91.740838,150,2 hour
Ravindra Bhawan,art gallery,Guwahati,665922,26.185341,91.757944,170,2 hour 50 min
Regional Science Center,museum,Guwahati,Jawaharnagar  Khanapara  Guwahati 781022  Assam,26.120329,91.815504,220,4 hour 20 min
Sarbajanin Kali Mandir,temple,Guwahati,Paltan Bazar  941735,26.179101,91.747119,50,2 hour
Sati Radhika Prashaanti Udyan,park,Guwahati,Uzaan Bazar,26.19349,91.752643,100,2 hour
Shradhanjali Kanan (শ্ৰদ্ধাঞ্জলী কানন্),park,Guwahati,Opposite State Zoo (R G Baruah Rd.)  Guwahati 781024  Assam,26.164258,91.778767,100,2 hour
Sree Chaitanya Gadiya Math,temple,Guwahati,Paltan Bazar  Guwahati 941735  Assam,26.179836,91.747935,50,3 hour
Srimanta Sankaradeva Kalakshetra,art gallery,Guwahati,Panjabari Panbazar (Panjabari Rd)  Guwahati 781008  Assam,26.182974,91.747268,130,2 hour 20 min
Srimanta Shankardev Uddhayan,amusement park,Guwahati,Bharalumuhk (M.G Road)  Guwahati 781009  Assam,26.195414,91.78354,350,3 hour 35 min
St Josephs Cathedral Church,church,Guwahati,Pan Bazar  Guwahati 781001  Assam,26.185356,91.746378,0,1 hour
Statue of Doctor Bhupen Hazarika,monument,Guwahati,Dighalipukhuri (GNB Rd.)  Guwahati 941735  Assam,26.186042,91.751701,70,4 hour 20 min
Sukleswar Mandir,temple,Guwahati,Guwahati  Assam,26.188687,91.743773,50,2 hour 20 min
Sukreshwar Temple,temple,Guwahati,941735,26.187894,91.740945,50,2 hour 40 min
Tarun ram Phukan Park,park,Guwahati,,26.175453,91.731743,100,2 hour
Udyog Bhawan,monument,Guwahati,Bamunimaidam  Guwahati 781003  Assam,26.185329,91.787203,100,3 hour
Vishal Mega Mart,mall,Guwahati,Amaze Shopping Mall  At Road  Paltan Bazar (A T Road)  Guwahati 781001  Assam,26.180086,91.746214,0,2 hour 30 min
Db Mall,mall,Gwalior,Gwalior 474002  Madhya Pradesh,26.216046,78.184465,0,2 hour 30 min
Deen Dayal Mall,mall,Gwalior,Gwalior 941735  Madhya Pradesh,26.209599,78.16642,0,2 hour 30 min
Doctor Bheemrao Ambedkar Park,park,Gwalior,Phoolbagh (Lashkar)  Gwalior  Madhya Pradesh,26.211548,78.168704,125,2 hour
Gawalior Zoo,zoo,Gwalior,Phool  941735  Madhya Pradesh,26.229454,78.157664,400,4 hour 30 min
Gole Ka Mandid,art gallery,Gwalior,maharaj complex  Gwalior 474009  Madhya Pradesh,26.202172,78.161866,130,2 hour 10 min
Gujari Mahal Museum,museum,Gwalior,Gwalior Fort  Gwalior 474003  Madhya Pradesh,26.233867,78.170468,140,4 hour
Gurudwara Data Bandi Chod,temple,Gwalior,,26.223623,78.165974,50,3 hour 20 min
Gurudwara Sahib Phool Baag,temple,Gwalior,,26.209168,78.166352,50,2 hour
Gwalior,monument,Gwalior,214155,26.214244,78.190911,60,5 hour 10 min
Gwalior,monument,Gwalior,214155,26.214244,78.190911,40,3 hour 20 min
Gwalior Archeological Museum,museum,Gwalior,,26.20694,78.168927,100,3 hour 30 min
Gwalior Branch,monument,Gwalior,Sarovar Plaza  Lower Ground  Lashkar  Gwalior 474001  Madhya Pradesh,26.204083,78.158285,90,2 hour 30 min
Gwalior Fort,museum,Gwalior,Gwalior Road  Gwalior 222589  Madhya Pradesh,26.230274,78.16875,150,4 hour 20 min
Gwalior  Madhya Pradesh,monument,Gwalior,214155  Madhya Pradesh,26.214244,78.190911,100,3 hour
Jaivilas Palace,museum,Gwalior,,26.205944,78.168896,140,4 hour
Kalan Wathika,art gallery,Gwalior,,26.212517,78.178473,150,2 hour 10 min
Manshapoorna Hanuman Mandir,temple,Gwalior,Padaw  941735,26.213109,78.180223,50,3 hour 20 min
Mar Thoma Church,church,Gwalior,University Road  Anupam Nagar  Saraswati  Gwalior 474002  Madhya Pradesh,26.20921,78.200424,0,1 hour
Maya lifestyle,mall,Gwalior,941735,26.206859,78.188334,0,2 hour 30 min
Mela Ground,park,Gwalior,,26.233054,78.218938,130,2 hour
Navratan Carpets,art gallery,Gwalior,Sanda Baba Ki Bagiya  Gali No 1  Laxmi Ganj  Gwalior 474001  Madhya Pradesh,26.210215,78.143785,170,2 hour 20 min
Nehru Park,park,Gwalior,Campu (Lashkar)  Gwalior  Madhya Pradesh,26.197037,78.153665,100,2 hour
Phool Bagh,park,Gwalior,Phool Bagh Circle  Lashkar (Kila Gate Road)  Gwalior 474007  Madhya Pradesh,26.211087,78.169331,75,2 hour
Phoolbagh Chowk,monument,Gwalior,Maharani Laxmibai Road  Gwalior 474009  Madhya Pradesh,26.211842,78.16996,70,3 hour 20 min
RMTU Art Gallery,art gallery,Gwalior,,26.198543,78.16581,150,3 hour 30 min
Saas Bahu Ka Mandir,temple,Gwalior,941735,26.223591,78.170873,50,2 hour
St John Baptist Church,church,Gwalior,Gwalior 474001  Madhya Pradesh,26.205339,78.157148,0,1 hour
St John Cathedral,church,Gwalior,Kati Gati Road  Gwalior 474001  Madhya Pradesh,26.206296,78.158318,0,1 hour
St Paul S Church,church,Gwalior,Morar  Gwalior 474006  Madhya Pradesh,26.227339,78.220701,0,1 hour
State Archaeological Museum,museum,Gwalior,Gwalior 233725  Madhya Pradesh,26.221818,78.16626,140,4 hour
Sun City Amusement Park,amusement park,Gwalior,Race Course Road  Mela Ground  Thatipur  Gwalior 474005  Madhya Pradesh,26.227456,78.206517,360,3 hour 36 min
Teli Ka Mandir,temple,Gwalior,941735,26.220663,78.163465,50,2 hour 40 min
Tikoniya Park,park,Gwalior,Infront Of D 114  Vinay Nagar Road  Sector 4  Vinay  Gwalior 474012  Madhya Pradesh,26.227002,78.158549,100,2 hour
Victory Churches,church,Gwalior,66 Mayur Nagar  Thatipur  Gwalior 474011  Madhya Pradesh,26.218561,78.204398,0,1 hour
Vishal Mega Mart,mall,Gwalior,Shop No C-5 (Opposite Hotel Central Park  City Center)  Gwalior 941735  Madhya Pradesh,26.211121,78.1872,0,2 hour 30 min
Vishal Mega Mart,mall,Gwalior,Bohdapur Road (Near Bharat Petroleum  Transport Nagar)  Gwalior 941735  Madhya Pradesh,26.234274,78.147008,0,2 hour 30 min
Birla Mandir,temple,Hyderabad,Adarsh  Hyderabad 503111  Telangana,17.405339,78.469385,150,2 hour 40 min
Birla Mandir,temple,Hyderabad,Adarsh  Hyderabad 503111  Telangana,17.405339,78.469385,50,3 hour 20 min
Birla Science Center and Museum,museum,Hyderabad,Near Birla Temple  Adarsh (Hill Fort Road)  Hyderabad 500063  Telangana,17.391506,78.470236,100,3 hour 30 min
Birla Science Center and Museum,museum,Hyderabad,Near Birla Temple  Adarsh (Hill Fort Road)  Hyderabad 500063  Telangana,17.391506,78.470236,150,4 hour 20 min
Birla Science Museum,museum,Hyderabad,Andhra Pradesh,17.403849,78.469593,130,5 hour 10 min
Birla Science Museum,museum,Hyderabad,Andhra Pradesh,17.403849,78.469593,180,3 hour 20 min
Brand Factory,mall,Hyderabad,941735,17.392341,78.47761,0,2 hour 30 min
Brand Factory,mall,Hyderabad,941735,17.392341,78.47761,0,2 hour 30 min
Canaud House,art gallery,Hyderabad,5 Lal Bahadur Stadium  Fathemaidan  Hyderabad 500001  Telangana,17.393115,78.473387,180,2 hour 10 min
Canaud House,art gallery,Hyderabad,5 Lal Bahadur Stadium  Fathemaidan  Hyderabad 500001  Telangana,17.393115,78.473387,170,3 hour 30 min
Centenary Methodist Church,church,Hyderabad,Chapel Road  Hyderabad 500001  Telangana,17.394562,78.471883,0,1 hour
Centenary Methodist Church,church,Hyderabad,Chapel Road  Hyderabad 500001  Telangana,17.394562,78.471883,0,1 hour
Chacha Nehru Park,park,Hyderabad,Masab Tank (Road No. 1  Banjara Hills)  Hyderabad 500028  Telangana,17.401536,78.450207,90,2 hour
Chacha Nehru Park,park,Hyderabad,Masab Tank (Road No. 1  Banjara Hills)  Hyderabad 500028  Telangana,17.401536,78.450207,100,2 hour
Charminar,monument,Hyderabad,Old City  Hyderabad 500002  Telangana,17.361674,78.474636,110,5 hour 10 min
Charminar,monument,Hyderabad,Old City  Hyderabad 500002  Telangana,17.361674,78.474636,50,3 hour 20 min
Chowmahala Palace,museum,Hyderabad,Moti Gali  Hyderabad  Telangana,17.359246,78.471719,210,5 hour 10 min
Chowmahala Palace,museum,Hyderabad,Moti Gali  Hyderabad  Telangana,17.359246,78.471719,180,3 hour 20 min
CPI Office,monument,Hyderabad,Maqdoom Bhavan  Hyderabad 941735  Uttar Pradesh,17.401645,78.485446,120,4 hour 20 min
CPI Office,monument,Hyderabad,Maqdoom Bhavan  Hyderabad 941735  Uttar Pradesh,17.401645,78.485446,70,5 hour 10 min
Dream Land,art gallery,Hyderabad,,17.389783,78.436882,200,2 hour 10 min
Dream Land,art gallery,Hyderabad,,17.389783,78.436882,250,3 hour 30 min
Farheen Art,art gallery,Hyderabad,Chirag Ali Lane  C.A.Lane  Abids  Hyderabad 500001  Telangana,17.390785,78.473768,190,2 hour 10 min
Farheen Art,art gallery,Hyderabad,Chirag Ali Lane  C.A.Lane  Abids  Hyderabad 500001  Telangana,17.390785,78.473768,200,3 hour 30 min
Indira Park,park,Hyderabad,Hyderabad  Telangana,17.412246,78.481448,50,2 hour
Indira Park,park,Hyderabad,Hyderabad  Telangana,17.412246,78.481448,75,2 hour
Inorbit Mall,mall,Hyderabad,Near Durgam Cheruvu  Vittal Rao (Hitech City)  Hyderabad 500034  Telangana,17.433654,78.386307,0,2 hour 30 min
Inorbit Mall,mall,Hyderabad,Near Durgam Cheruvu  Vittal Rao (Hitech City)  Hyderabad 500034  Telangana,17.433654,78.386307,0,2 hour 30 min
Jala Vihar,amusement park,Hyderabad,Necklace Road  Hyderabad  Telangana,17.42354,78.493162,400,4 hour 40 min
Jala Vihar,amusement park,Hyderabad,Necklace Road  Hyderabad  Telangana,17.42354,78.493162,360,3 hour 36 min
Jungle Safari,zoo,Hyderabad,Mahavir Vanasthali National Park  Hyderabad 500070  Telangana,17.34178,78.58418,200,5 hour 10 min
Jungle Safari,zoo,Hyderabad,Mahavir Vanasthali National Park  Hyderabad 500070  Telangana,17.34178,78.58418,150,4 hour 10 min
Kashmir Art Gallery,art gallery,Hyderabad,12 Mujadady Estates  Mehdipatnam  Hyderabad 500028  Telangana,17.395849,78.442561,200,3 hour 10 min
Kashmir Art Gallery,art gallery,Hyderabad,12 Mujadady Estates  Mehdipatnam  Hyderabad 500028  Telangana,17.395849,78.442561,250,2 hour 50 min
KBR Park,park,Hyderabad,Kbr National Park (LV Prasad Marg)  Hyderabad 591226  Telangana,17.425166,78.425011,100,2 hour
KBR Park,park,Hyderabad,Kbr National Park (LV Prasad Marg)  Hyderabad 591226  Telangana,17.425166,78.425011,150,2 hour
Lumbini Park,park,Hyderabad,Ntr Marg  Hyderabad 409799  Telangana,17.409659,78.472881,100,2 hour
Lumbini Park,park,Hyderabad,Ntr Marg  Hyderabad 409799  Telangana,17.409659,78.472881,50,2 hour
Momandme Madinaguda Store,monument,Hyderabad,Madinaguda  Hyderabad 500049  Uttar Pradesh,17.375472,78.474186,90,4 hour 20 min
Momandme Madinaguda Store,monument,Hyderabad,Madinaguda  Hyderabad 500049  Uttar Pradesh,17.375472,78.474186,100,5 hour 10 min
Nanakram Bhagwandas Science College Gate,monument,Hyderabad,Charminar Road  Hyderabad 500002  Telangana,17.36584,78.475349,70,3 hour 30 min
Nanakram Bhagwandas Science College Gate,monument,Hyderabad,Charminar Road  Hyderabad 500002  Telangana,17.36584,78.475349,80,4 hour 20 min
Nehru Zoological Park,zoo,Hyderabad,Zoo Park Main Road  Hyderabad 941735  Telangana,17.350624,78.45134,250,4 hour 30 min
Nehru Zoological Park,zoo,Hyderabad,Bahadurpura West  Hyderabad 500064  Andhra Pradesh,17.351444,78.447246,400,3 hour 50 min
Nehru Zoological Park,zoo,Hyderabad,Nh 44  Bahadurpura  Rajendra  Hyderabad 500064  Telangana,17.350496,78.451488,150,5 hour 10 min
Nexus Mall,mall,Hyderabad,Plot No S-16  Survey No 1009  Hyderabad 500072  Telangana,17.48406,78.389213,0,2 hour 30 min
Nexus Mall,mall,Hyderabad,Plot No S-16  Survey No 1009  Hyderabad 500072  Telangana,17.48406,78.389213,0,2 hour 30 min
Our Lady Of Health Church,church,Hyderabad,1 A C Guards (Khairtabad)  Hyderabad 500004  Telangana,17.406297,78.456779,0,1 hour
Our Lady Of Health Church,church,Hyderabad,1 A C Guards (Khairtabad)  Hyderabad 500004  Telangana,17.406297,78.456779,0,1 hour
Pedamma Temple,temple,Hyderabad,Jubilee Hills  Hyderabad 941735  Telangana,17.430604,78.405158,50,3 hour 20 min
Pedamma Temple,temple,Hyderabad,Jubilee Hills  Hyderabad 941735  Telangana,17.430604,78.405158,50,2 hour 30 min
PJR Statue,monument,Hyderabad,Raj Bhavan Road  Hyderabad 500004  Telangana,17.413627,78.460448,60,2 hour 30 min
PJR Statue,monument,Hyderabad,Raj Bhavan Road  Hyderabad 500004  Telangana,17.413627,78.460448,50,3 hour
Ramoji Film City,amusement park,Hyderabad,Ramoji Film City Main Road  Anaspur Village  Hyderabad 501512  Telangana,17.394158,78.47361,320,3 hour 32 min
Ramoji Film City,amusement park,Hyderabad,Ramoji Film City Main Road  Anaspur Village  Hyderabad 501512  Telangana,17.394158,78.47361,350,3 hour 35 min
Roch memorial high school,church,Hyderabad,406934,17.406789,78.456474,0,1 hour
Roch memorial high school,church,Hyderabad,406934,17.406789,78.456474,0,1 hour
Salar Jung Museum,museum,Hyderabad,Hafzalgunj  Hyderabad 941735  Telangana,17.371376,78.480391,140,4 hour
Salar Jung Museum,museum,Hyderabad,Hafzalgunj  Hyderabad 941735  Telangana,17.371376,78.480391,200,4 hour 10 min
Salarjung Museum,museum,Hyderabad,,17.371602,78.478333,100,3 hour 30 min
Salarjung Museum,museum,Hyderabad,,17.371602,78.478333,150,4 hour 20 min
Sarath City Capital,mall,Hyderabad,Hyderabad 941735  Telangana,17.457502,78.363801,0,2 hour 30 min
Sarath City Capital,mall,Hyderabad,Hyderabad 941735  Telangana,17.457502,78.363801,0,2 hour 30 min
Sharon Aamir,art gallery,Hyderabad,11-4-627/1  A C Guards  Hyderabad 500004  Uttar Pradesh,17.399101,78.459512,170,2 hour 50 min
Sharon Aamir,art gallery,Hyderabad,11-4-627/1  A C Guards  Hyderabad 500004  Uttar Pradesh,17.399101,78.459512,190,2 hour 20 min
Shree Jaganath Temple,temple,Hyderabad,Road No. 12  Banjara Hills  Hyderabad 941735  Telangana,17.41537,78.426373,50,2 hour 40 min
Shree Jaganath Temple,temple,Hyderabad,Road No. 12  Banjara Hills  Hyderabad 941735  Telangana,17.41537,78.426373,50,3 hour 20 min
Smartbridge,amusement park,Hyderabad,Benaka  Iiird Floor  Dno 6-3-248/F Road No 1 Banjara Hills  Hyderabad 500034  Telangana,17.408307,78.447615,290,2 hour 29 min
Smartbridge,amusement park,Hyderabad,Benaka  Iiird Floor  Dno 6-3-248/F Road No 1 Banjara Hills  Hyderabad 500034  Telangana,17.408307,78.447615,280,2 hour 28 min
Spencers,mall,Hyderabad,Attapur  Hyderabad 500048  Telangana,17.369836,78.429063,0,2 hour 30 min
Spencers,mall,Hyderabad,Attapur  Hyderabad 500048  Telangana,17.369836,78.429063,0,2 hour 30 min
St. Joseph Cathedral,church,Hyderabad,Gun Foundry  Hyderabad 396713  Uttar Pradesh,17.396603,78.476238,0,1 hour
St. Joseph Cathedral,church,Hyderabad,Gun Foundry  Hyderabad 396713  Uttar Pradesh,17.396603,78.476238,0,1 hour
St.George's Church,church,Hyderabad,Andhra Pradesh,17.393756,78.475513,0,1 hour
St.George's Church,church,Hyderabad,Andhra Pradesh,17.393756,78.475513,0,1 hour
Tanvir Second Floor,amusement park,Hyderabad,,17.43167,78.457921,280,2 hour 28 min
Tanvir Second Floor,amusement park,Hyderabad,,17.43167,78.457921,250,2 hour 25 min
Temple,temple,Hyderabad,Kumarwadi Road  Hyderabad 500028  Telangana,17.388102,78.452839,0,2 hour
Temple,temple,Hyderabad,Balram Gali  Hyderabad 500006  Telangana,17.375333,78.459182,0,3 hour
Temple,temple,Hyderabad,Kumarwadi Road  Hyderabad 500028  Telangana,17.388102,78.452839,0,3 hour 20 min
Temple,temple,Hyderabad,Balram Gali  Hyderabad 500006  Telangana,17.375333,78.459182,0,2 hour 30 min
The Park,park,Hyderabad,Chintal (khairatabad)  Hyderabad  Telangana,17.413399,78.453263,75,2 hour
The Park,park,Hyderabad,Chintal (khairatabad)  Hyderabad  Telangana,17.413399,78.453263,90,2 hour
Vintage Cars - Buggee Khana,amusement park,Hyderabad,Hyderabad  Telangana,17.355014,78.470992,300,3 hour 30 min
Vintage Cars - Buggee Khana,amusement park,Hyderabad,Hyderabad  Telangana,17.355014,78.470992,290,2 hour 29 min
Wildlife Sanctuaries In India,zoo,Hyderabad,No. 23  Nibav Towers  Chennai 600020  Tamil Nadu,17.399077,78.474074,90,5 hour 10 min
Wildlife Sanctuaries In India,zoo,Hyderabad,No. 23  Nibav Towers  Chennai 600020  Tamil Nadu,17.399077,78.474074,100,4 hour 10 min
Azad Chowk,monument,Jabalpur,816104  Jharkhand,23.153538,79.947465,100,4 hour 20 min
Bhanwartal Park,park,Jabalpur,Madhya Pradesh,23.163151,79.933115,125,2 hour
Christ Church,church,Jabalpur,Nehru Marg  Jabalpur 482001  Madhya Pradesh,23.164666,79.94148,0,1 hour
Disciples Church,church,Jabalpur,South  Jabalpur 482001  Madhya Pradesh,23.16375,79.942353,0,1 hour
Dumna Nature Reserve Museum,park,Jabalpur,Dumna Nature Reserve  Jabalpur 482011  Madhya Pradesh,23.169448,80.01246,150,2 hour
GRP Ground,park,Jabalpur,Jabalpur 482002  Madhya Pradesh,23.176959,79.956014,50,2 hour
Gurudwara Guru Nanak Darbar,temple,Jabalpur,Jabalpur 482001  Madhya Pradesh,23.15358,79.933132,50,2 hour 30 min
Hathital,monument,Jabalpur,,23.149929,79.920901,70,3 hour 30 min
Jabalpur City,museum,Jabalpur,Jabalpur 482001  Madhya Pradesh,23.167256,79.948105,170,3 hour 10 min
Kamaniya Gate,monument,Jabalpur,,23.175479,79.931987,60,4 hour 20 min
Kishore kumar's,museum,Jabalpur,Khandwa 450001  Madhya Pradesh,23.169585,79.924117,200,4 hour 10 min
Koshti Mandir,temple,Jabalpur,South Civil Lines  Damoh Naka (Damohnaka)  Jabalpur 482002  Madhya Pradesh,23.192779,79.925802,50,2 hour
Mahakali Temple,temple,Jabalpur,Jabalpur 482003  Madhya Pradesh,23.157534,79.89596,50,3 hour
Radha Krishna Temple,temple,Jabalpur,941735,23.139764,79.926144,50,2 hour 20 min
Rani Durgavati Museum,museum,Jabalpur,Napier Town  Jabalpur 482001  Madhya Pradesh,23.163236,79.93434,180,3 hour 20 min
Ravindra Nath Tagore Garden,park,Jabalpur,Mall Road  Jabalpur 482001  Madhya Pradesh,23.155674,79.948381,50,2 hour
Samdariya Mall,mall,Jabalpur,Samdareeya Mall  Civic Center  Jabalpur 941735  Madhya Pradesh,23.168654,79.933483,0,2 hour 30 min
Samdariya Mall,mall,Jabalpur,Civic Centre Marhatal  Jabalpur 482002  Madhya Pradesh,23.163437,79.937037,0,2 hour 30 min
See World Water Park,park,Jabalpur,Tewar  Bhedaghat Road  Jabalpur 482002  Madhya Pradesh,23.161589,79.962225,90,2 hour
Shaheed Smarak,monument,Jabalpur,Near Jabalpur Municipal Corporation (Wright Town)  Jabalpur 482002  Madhya Pradesh,23.170093,79.927187,70,3 hour
Shastri Bridge,monument,Jabalpur,After Madan Mahal  Jabalpur 482001  Madhya Pradesh,23.157103,79.929246,110,4 hour 20 min
Shiva Temple,temple,Jabalpur,Kachnar city  Jabalpur 941735  Madhya Pradesh,23.186571,79.899666,50,2 hour 20 min
South Avenue Mall,mall,Jabalpur,941735,23.124342,79.927943,0,2 hour 30 min
